context,anchor,relation,query,k,positive,id,random,mpnet_zero,sciIE,gpt-4o,ours
"The current state-of-the-art approaches for Post-training Quantization (PTQ) often require calibration to achieve the desired accuracy, which can be a limitation in efficiently deploying Large Language Models (LLMs). Additionally, there is a need for methods that preserve privacy by eliminating the requirement for calibration or training data while maintaining model accuracy and information content.",Post-training Quantization of Large Language Models (Large Language Models),inspiration,"Background: The current state-of-the-art approaches for Post-training Quantization (PTQ) often require calibration to achieve the desired accuracy, which can be a limitation in efficiently deploying Large Language Models (LLMs). Additionally, there is a need for methods that preserve privacy by eliminating the requirement for calibration or training data while maintaining model accuracy and information content.
Contribution: 'Post-training Quantization of Large Language Models (Large Language Models)' inspired by ",2,Adaptive LASSO regression model,2-29581_8487266a-eb35-4090-9193-90e818d727f7,the computer science literature,recent advances in efficiently tuning large language models,fine-tuning of small language models (SLMs),zero-shot learning,a federated approach to the data acquisition problem
"The ability of AI agents to conduct scientific research independently, without relying on human-generated knowledge, presents a significant challenge in the field of AI. There is a need to establish benchmarks that evaluate the capacity of AI to make groundbreaking discoveries across various scientific domains, as current capabilities have not yet demonstrated this level of autonomy and innovation.","assess whether an AI agent can conduct scientific research independently, without relying on human-generated knowledge",inspiration,"Background: The ability of AI agents to conduct scientific research independently, without relying on human-generated knowledge, presents a significant challenge in the field of AI. There is a need to establish benchmarks that evaluate the capacity of AI to make groundbreaking discoveries across various scientific domains, as current capabilities have not yet demonstrated this level of autonomy and innovation.
Contribution: 'assess whether an AI agent can conduct scientific research independently, without relying on human-generated knowledge' inspired by ",1,the historical development of science,1-22735_3288d418-d424-4a18-9672-cd80ab4e96c8,temporal augmentations,AI research,Artificial intelligence (AI),evolutionary algorithms,the research process of human researchers
"The ability of AI agents to conduct scientific research independently, without relying on human-generated knowledge, presents a significant challenge in the field of AI. There is a need to establish benchmarks that evaluate the capacity of AI to make groundbreaking discoveries across various scientific domains, as current capabilities have not yet demonstrated this level of autonomy and innovation.","assess whether an AI agent can conduct scientific research independently, without relying on human-generated knowledge",inspiration,"Background: The ability of AI agents to conduct scientific research independently, without relying on human-generated knowledge, presents a significant challenge in the field of AI. There is a need to establish benchmarks that evaluate the capacity of AI to make groundbreaking discoveries across various scientific domains, as current capabilities have not yet demonstrated this level of autonomy and innovation.
Contribution: 'assess whether an AI agent can conduct scientific research independently, without relying on human-generated knowledge' inspired by ",2,the historical development of science,2-22735_3288d418-d424-4a18-9672-cd80ab4e96c8,partial views,"AI's ability to analyze large datasets, navigate hypothesis spaces, and execute repetitive tasks",AI agents,evolutionary algorithms,the historical development of science
"Long-context modeling poses significant challenges for transformer-based large language models due to the quadratic complexity of the self-attention mechanism and issues with length extrapolation from pretraining on short inputs. Existing methods often require sequential access to documents, which may not be necessary for goal-oriented reading, indicating a need for more efficient strategies in processing long documents.",transformers,inspiration,"Background: Long-context modeling poses significant challenges for transformer-based large language models due to the quadratic complexity of the self-attention mechanism and issues with length extrapolation from pretraining on short inputs. Existing methods often require sequential access to documents, which may not be necessary for goal-oriented reading, indicating a need for more efficient strategies in processing long documents.
Contribution: 'transformers' inspired by ",1,human reading behaviors and existing empirical observations,1-34616_d5a50cb3-3804-46c3-b231-cbc888644720,consistent-time-sensitive reinforcement learning,Transformer-based large language models,transformer-based language models,Hierarchical processing in the human brain,transformers for sequential data processing
"Long-context modeling poses significant challenges for transformer-based large language models due to the quadratic complexity of the self-attention mechanism and issues with length extrapolation from pretraining on short inputs. Existing methods often require sequential access to documents, which may not be necessary for goal-oriented reading, indicating a need for more efficient strategies in processing long documents.",transformers,inspiration,"Background: Long-context modeling poses significant challenges for transformer-based large language models due to the quadratic complexity of the self-attention mechanism and issues with length extrapolation from pretraining on short inputs. Existing methods often require sequential access to documents, which may not be necessary for goal-oriented reading, indicating a need for more efficient strategies in processing long documents.
Contribution: 'transformers' inspired by ",2,human reading behaviors and existing empirical observations,2-34616_d5a50cb3-3804-46c3-b231-cbc888644720,an Intermediary Matching module,a Transformer-XL large language model,large-context Transformers,Hierarchical processing in the human brain,how humans interactively read long documents
"The challenge of policy learning from expert demonstrations is compounded by issues such as distributional shift, environment stochasticity, and compounding errors, which can lead to policy failure upon deployment. Additionally, existing approaches like adversarial imitation learning require on-policy training samples for stability, which can be inefficient and result in high sample complexity in realistic domains.",policy learning from expert demonstrations,inspiration,"Background: The challenge of policy learning from expert demonstrations is compounded by issues such as distributional shift, environment stochasticity, and compounding errors, which can lead to policy failure upon deployment. Additionally, existing approaches like adversarial imitation learning require on-policy training samples for stability, which can be inefficient and result in high sample complexity in realistic domains.
Contribution: 'policy learning from expert demonstrations' inspired by ",1,"a fine-tuning problem, rather than a pure reinforcement learning one",1-18587_b264fbf0-cf08-475d-8980-bfe8b35a75b6,a localized attention layer,adversarial imitation learning from observation,Learning from Human Demonstrations (LfD),inverse reinforcement learning,Adversarial variants of Imitation Learning and Inverse Reinforcement Learning
"The challenge of policy learning from expert demonstrations is compounded by issues such as distributional shift, environment stochasticity, and compounding errors, which can lead to policy failure upon deployment. Additionally, existing approaches like adversarial imitation learning require on-policy training samples for stability, which can be inefficient and result in high sample complexity in realistic domains.",policy learning from expert demonstrations,inspiration,"Background: The challenge of policy learning from expert demonstrations is compounded by issues such as distributional shift, environment stochasticity, and compounding errors, which can lead to policy failure upon deployment. Additionally, existing approaches like adversarial imitation learning require on-policy training samples for stability, which can be inefficient and result in high sample complexity in realistic domains.
Contribution: 'policy learning from expert demonstrations' inspired by ",2,"a fine-tuning problem, rather than a pure reinforcement learning one",2-18587_b264fbf0-cf08-475d-8980-bfe8b35a75b6,information retrieval systems,Adversarial Imitation Learning,Generative Adversarial imitation learning (GAIL),inverse reinforcement learning,an imitation-learning problem
"Next-frame prediction serves as a foundational learning strategy to enhance the understanding of the visual world, addressing the need for models that can predict physical constants without explicit labeling. This approach demonstrates the potential to improve predictive capabilities significantly compared to random models, highlighting a gap in existing methods that require direct training for such tasks.",Next-frame prediction,inspiration,"Background: Next-frame prediction serves as a foundational learning strategy to enhance the understanding of the visual world, addressing the need for models that can predict physical constants without explicit labeling. This approach demonstrates the potential to improve predictive capabilities significantly compared to random models, highlighting a gap in existing methods that require direct training for such tasks.
Contribution: 'Next-frame prediction' inspired by ",1,the empirical success of causal language modelling and next-token prediction in language modelling,1-23115_d975b7bd-4318-49e7-a4a3-8e37fad6675e,intra-domain gradient matching,object prediction,object-level predictions,predictive coding theory,the remarkable success of the Feynman Technique in efficient human learning
"Next-frame prediction serves as a foundational learning strategy to enhance the understanding of the visual world, addressing the need for models that can predict physical constants without explicit labeling. This approach demonstrates the potential to improve predictive capabilities significantly compared to random models, highlighting a gap in existing methods that require direct training for such tasks.",Next-frame prediction,inspiration,"Background: Next-frame prediction serves as a foundational learning strategy to enhance the understanding of the visual world, addressing the need for models that can predict physical constants without explicit labeling. This approach demonstrates the potential to improve predictive capabilities significantly compared to random models, highlighting a gap in existing methods that require direct training for such tasks.
Contribution: 'Next-frame prediction' inspired by ",2,the empirical success of causal language modelling and next-token prediction in language modelling,2-23115_d975b7bd-4318-49e7-a4a3-8e37fad6675e,finance,video prediction models as general visual encoders,high-resolution dense prediction tasks,predictive coding theory,how humans reason about physics through vision
"Remote sensing image change captioning faces challenges in accurately localizing terrain changes due to pixel-level differences that arise from long time spans between image captures. This issue decreases the accuracy of generated captions, highlighting a need for improved methods that can effectively mitigate these impacts while generating fluent and relevant descriptions of semantic changes.",Remote sensing image change captioning,inspiration,"Background: Remote sensing image change captioning faces challenges in accurately localizing terrain changes due to pixel-level differences that arise from long time spans between image captures. This issue decreases the accuracy of generated captions, highlighting a need for improved methods that can effectively mitigate these impacts while generating fluent and relevant descriptions of semantic changes.
Contribution: 'Remote sensing image change captioning' inspired by ",1,the remarkable generative power of diffusion model,1-40574_b78a8efd-90b8-4993-b9aa-908b9d1de9d8,identify the events from accident reports,image difference captioning,semantic-level change captioning,attention mechanisms,image difference captioning
"Remote sensing image change captioning faces challenges in accurately localizing terrain changes due to pixel-level differences that arise from long time spans between image captures. This issue decreases the accuracy of generated captions, highlighting a need for improved methods that can effectively mitigate these impacts while generating fluent and relevant descriptions of semantic changes.",Remote sensing image change captioning,inspiration,"Background: Remote sensing image change captioning faces challenges in accurately localizing terrain changes due to pixel-level differences that arise from long time spans between image captures. This issue decreases the accuracy of generated captions, highlighting a need for improved methods that can effectively mitigate these impacts while generating fluent and relevant descriptions of semantic changes.
Contribution: 'Remote sensing image change captioning' inspired by ",2,the remarkable generative power of diffusion model,2-40574_b78a8efd-90b8-4993-b9aa-908b9d1de9d8,a spatial-temporal factor graph,a remote sensing image change detection framework,captions of changes,attention mechanisms,an image captioning task
"Learning to represent and simulate the dynamics of physical systems is challenging, particularly due to the non-Markov property caused by unobserved dynamics in the environment. Existing methods that encapsulate the symmetry of physics overlook this aspect, indicating a need for improved approaches that can better capture these interactions over time.",dynamics simulation,inspiration,"Background: Learning to represent and simulate the dynamics of physical systems is challenging, particularly due to the non-Markov property caused by unobserved dynamics in the environment. Existing methods that encapsulate the symmetry of physics overlook this aspect, indicating a need for improved approaches that can better capture these interactions over time.
Contribution: 'dynamics simulation' inspired by ",1,a spatio-temporal prediction task,1-18945_5c1ee3e2-60b9-4ab0-b569-5cbf3b38820e,an explainable visual entailment task,dynamics-induced hybrid recurrent neural networks (DiH-RNN) for constructing physics-based models from operational data,intricate temporal dynamics,recurrent neural networks,Hamiltonian mechanics
"Learning to represent and simulate the dynamics of physical systems is challenging, particularly due to the non-Markov property caused by unobserved dynamics in the environment. Existing methods that encapsulate the symmetry of physics overlook this aspect, indicating a need for improved approaches that can better capture these interactions over time.",dynamics simulation,inspiration,"Background: Learning to represent and simulate the dynamics of physical systems is challenging, particularly due to the non-Markov property caused by unobserved dynamics in the environment. Existing methods that encapsulate the symmetry of physics overlook this aspect, indicating a need for improved approaches that can better capture these interactions over time.
Contribution: 'dynamics simulation' inspired by ",2,a spatio-temporal prediction task,2-18945_5c1ee3e2-60b9-4ab0-b569-5cbf3b38820e,reflecting past experiences in current decision-making processes,particle-based physical dynamic models,physics-based simulations,recurrent neural networks,differential physics
"Autonomous robotic systems face the challenge of efficiently exploring and estimating the physical properties of novel objects in unstructured environments. The need for improved object property estimation methods is highlighted, particularly in enhancing predictive capabilities through initial visual observations and interactive techniques.",object property estimation,inspiration,"Background: Autonomous robotic systems face the challenge of efficiently exploring and estimating the physical properties of novel objects in unstructured environments. The need for improved object property estimation methods is highlighted, particularly in enhancing predictive capabilities through initial visual observations and interactive techniques.
Contribution: 'object property estimation' inspired by ",1,a human-like cognitive style,1-28189_aa002be1-8ca7-418a-81d3-b8138235652d,a dedicated textual diffusion model,a robotic assembly task that involves building an accurate representation of a given target object using the available objects,accurate models of known objects,active learning techniques,human visual observation
"Autonomous robotic systems face the challenge of efficiently exploring and estimating the physical properties of novel objects in unstructured environments. The need for improved object property estimation methods is highlighted, particularly in enhancing predictive capabilities through initial visual observations and interactive techniques.",object property estimation,inspiration,"Background: Autonomous robotic systems face the challenge of efficiently exploring and estimating the physical properties of novel objects in unstructured environments. The need for improved object property estimation methods is highlighted, particularly in enhancing predictive capabilities through initial visual observations and interactive techniques.
Contribution: 'object property estimation' inspired by ",2,a human-like cognitive style,2-28189_aa002be1-8ca7-418a-81d3-b8138235652d,the Langevin Energy Model,object features,predicting an object,active learning techniques,the touch sensing problem
"The quantification of emergence in large language models (LLMs) has proven challenging due to the lack of a measurable definition and the difficulties in interpreting statistical estimations based on model performances. Existing methods consume significant resources and may not accurately reflect the models' intrinsic emergence, highlighting a need for a more effective and interpretable approach to estimate emergence.","the ""intelligent"" behaviors of LLMs",inspiration,"Background: The quantification of emergence in large language models (LLMs) has proven challenging due to the lack of a measurable definition and the difficulties in interpreting statistical estimations based on model performances. Existing methods consume significant resources and may not accurately reflect the models' intrinsic emergence, highlighting a need for a more effective and interpretable approach to estimate emergence.
Contribution: 'the ""intelligent"" behaviors of LLMs' inspired by ",1,emergentism in dynamics,1-13716_8b0b1d3d-7343-4307-a2e2-1361c3f98b56,adapters and injectors interspersed between the layers of a frozen transformer encoder,the behavior of Large Language Models,Large-Language model (LLM),the human cognitive process,Mechanistic interpretability
"The quantification of emergence in large language models (LLMs) has proven challenging due to the lack of a measurable definition and the difficulties in interpreting statistical estimations based on model performances. Existing methods consume significant resources and may not accurately reflect the models' intrinsic emergence, highlighting a need for a more effective and interpretable approach to estimate emergence.","the ""intelligent"" behaviors of LLMs",inspiration,"Background: The quantification of emergence in large language models (LLMs) has proven challenging due to the lack of a measurable definition and the difficulties in interpreting statistical estimations based on model performances. Existing methods consume significant resources and may not accurately reflect the models' intrinsic emergence, highlighting a need for a more effective and interpretable approach to estimate emergence.
Contribution: 'the ""intelligent"" behaviors of LLMs' inspired by ",2,emergentism in dynamics,2-13716_8b0b1d3d-7343-4307-a2e2-1361c3f98b56,robots,the operational mechanisms of Large language models,generative power of Large Language Models,the human cognitive process,psychometrically inspired framework
"Few-shot learning faces challenges in effectively leveraging both visual and textual knowledge to generalize from seen categories to novel scenarios. Existing methods struggle to balance the general representation provided by class names with the specific information captured in images, leading to potential biases that hinder the recognition of novel classes.",Few-shot Learning,inspiration,"Background: Few-shot learning faces challenges in effectively leveraging both visual and textual knowledge to generalize from seen categories to novel scenarios. Existing methods struggle to balance the general representation provided by class names with the specific information captured in images, leading to potential biases that hinder the recognition of novel classes.
Contribution: 'Few-shot Learning' inspired by ",1,a human intuition,1-41374_08e426b5-6388-4270-826a-20743c95e068,the input from different modality combinations,few-shot image classification,few-shot image classification,multimodal learning,the outstanding zero-shot capability of vision language models in image classification tasks
"Few-shot learning faces challenges in effectively leveraging both visual and textual knowledge to generalize from seen categories to novel scenarios. Existing methods struggle to balance the general representation provided by class names with the specific information captured in images, leading to potential biases that hinder the recognition of novel classes.",Few-shot Learning,inspiration,"Background: Few-shot learning faces challenges in effectively leveraging both visual and textual knowledge to generalize from seen categories to novel scenarios. Existing methods struggle to balance the general representation provided by class names with the specific information captured in images, leading to potential biases that hinder the recognition of novel classes.
Contribution: 'Few-shot Learning' inspired by ",2,a human intuition,2-41374_08e426b5-6388-4270-826a-20743c95e068,Safe MARL,recent work in few-shot learning,few-shot classification,multimodal learning,recent vision-language pre-trained models such as CLIP in zero-shot classification
"The proposed framework addresses the challenge of predicting spatiotemporal dynamics governed by partial differential equations without the need for large datasets from costly simulations or experiments. Additionally, it aims to efficiently handle arbitrary geometries and heterogeneous thermal conductivities, which are crucial for various engineering applications.",a loss function for operator learning,inspiration,"Background: The proposed framework addresses the challenge of predicting spatiotemporal dynamics governed by partial differential equations without the need for large datasets from costly simulations or experiments. Additionally, it aims to efficiently handle arbitrary geometries and heterogeneous thermal conductivities, which are crucial for various engineering applications.
Contribution: 'a loss function for operator learning' inspired by ",1,the finite element method,1-18834_0ab7ecf0-5126-412a-8881-f422f0048b09,hyperbolic geometry,Data-driven neural solvers for parametric partial differential equations,predictive physical modelling,Physics-informed neural networks (PINNs),the principles of Neural PDE solvers
"The proposed framework addresses the challenge of predicting spatiotemporal dynamics governed by partial differential equations without the need for large datasets from costly simulations or experiments. Additionally, it aims to efficiently handle arbitrary geometries and heterogeneous thermal conductivities, which are crucial for various engineering applications.",a loss function for operator learning,inspiration,"Background: The proposed framework addresses the challenge of predicting spatiotemporal dynamics governed by partial differential equations without the need for large datasets from costly simulations or experiments. Additionally, it aims to efficiently handle arbitrary geometries and heterogeneous thermal conductivities, which are crucial for various engineering applications.
Contribution: 'a loss function for operator learning' inspired by ",2,the finite element method,2-18834_0ab7ecf0-5126-412a-8881-f422f0048b09,high-resolution volumes,Data-driven techniques for solving partial differential equations,spatiotemporal prediction,Physics-informed neural networks (PINNs),the flexibility of neural ordinary differential equations in capturing the dynamics of complex systems
"The effective extraction of movement patterns and travel purposes from spatio-temporal trajectories is challenging due to limitations in model capacity and the quality and scale of trajectory datasets. Standard large language models are not designed to handle the unique spatio-temporal features of trajectories, which hinders their ability to extract relevant information effectively.",spatio-temporal trajectories,inspiration,"Background: The effective extraction of movement patterns and travel purposes from spatio-temporal trajectories is challenging due to limitations in model capacity and the quality and scale of trajectory datasets. Standard large language models are not designed to handle the unique spatio-temporal features of trajectories, which hinders their ability to extract relevant information effectively.
Contribution: 'spatio-temporal trajectories' inspired by ",1,sentences,1-6390_2a922e5d-ce75-454d-8e32-b94531a98a1d,selective bidirectional State Spaces Model,transferring multi-modal traffic data into natural language descriptions,modeling spatio-temporal relations,graph neural networks,heterogeneous graphs consisting of origin-destination links and spatial links
"The effective extraction of movement patterns and travel purposes from spatio-temporal trajectories is challenging due to limitations in model capacity and the quality and scale of trajectory datasets. Standard large language models are not designed to handle the unique spatio-temporal features of trajectories, which hinders their ability to extract relevant information effectively.",spatio-temporal trajectories,inspiration,"Background: The effective extraction of movement patterns and travel purposes from spatio-temporal trajectories is challenging due to limitations in model capacity and the quality and scale of trajectory datasets. Standard large language models are not designed to handle the unique spatio-temporal features of trajectories, which hinders their ability to extract relevant information effectively.
Contribution: 'spatio-temporal trajectories' inspired by ",2,sentences,2-6390_2a922e5d-ce75-454d-8e32-b94531a98a1d,textual semantic features,"visualizing complex traffic environments and historical trajectory information of traffic participants into image prompts -- Transportation Context Map (TC-Map), accompanied by corresponding text prompts",spatial-temporal data,graph neural networks,a sequence of temporal graphs
"The traditional approach to prototype learning in face recognition can lead to prototypes being misaligned with the class center due to the influence of hard samples, which negatively impacts overall model performance. This highlights the need for a more effective method to define and update prototypes that accurately reflect the class center and mitigate the adverse effects of hard samples during model training.",prototypes,inspiration,"Background: The traditional approach to prototype learning in face recognition can lead to prototypes being misaligned with the class center due to the influence of hard samples, which negatively impacts overall model performance. This highlights the need for a more effective method to define and update prototypes that accurately reflect the class center and mitigate the adverse effects of hard samples during model training.
Contribution: 'prototypes' inspired by ",1,the expectations of sample features in each class,1-16519_4c4a1ee3-2228-4eb8-b02e-ba380828d684,social media embeddings,prototype learning,prototype learning,clustering algorithms,the concept of prototypes prevalent in few-shot learning
"The traditional approach to prototype learning in face recognition can lead to prototypes being misaligned with the class center due to the influence of hard samples, which negatively impacts overall model performance. This highlights the need for a more effective method to define and update prototypes that accurately reflect the class center and mitigate the adverse effects of hard samples during model training.",prototypes,inspiration,"Background: The traditional approach to prototype learning in face recognition can lead to prototypes being misaligned with the class center due to the influence of hard samples, which negatively impacts overall model performance. This highlights the need for a more effective method to define and update prototypes that accurately reflect the class center and mitigate the adverse effects of hard samples during model training.
Contribution: 'prototypes' inspired by ",2,the expectations of sample features in each class,2-16519_4c4a1ee3-2228-4eb8-b02e-ba380828d684,predicting confusing charges based on fact descriptions,prototype augmentation in deep feature space,distinguishable global face description,clustering algorithms,the expectations of sample features in each class
"Leveraging pretrained text-to-image diffusion models for video editing presents significant challenges, particularly in maintaining temporal consistency amidst strong nonrigid motion. Existing methods that enforce temporal consistency often struggle with these complexities, highlighting a need for more effective approaches in this area.",Text-to-image (T2I) diffusion models,inspiration,"Background: Leveraging pretrained text-to-image diffusion models for video editing presents significant challenges, particularly in maintaining temporal consistency amidst strong nonrigid motion. Existing methods that enforce temporal consistency often struggle with these complexities, highlighting a need for more effective approaches in this area.
Contribution: 'Text-to-image (T2I) diffusion models' inspired by ",1,spatiotemporal slices of natural videos exhibit similar characteristics to natural images,1-11637_e1962592-3ec5-44ea-b48c-d0d95fb409b1,target classifier,state-of-the-art text-to-image diffusion models,pre-trained text-to-image diffusion model,optical flow techniques,achieving temporal consistency within a video generation process
"Leveraging pretrained text-to-image diffusion models for video editing presents significant challenges, particularly in maintaining temporal consistency amidst strong nonrigid motion. Existing methods that enforce temporal consistency often struggle with these complexities, highlighting a need for more effective approaches in this area.",Text-to-image (T2I) diffusion models,inspiration,"Background: Leveraging pretrained text-to-image diffusion models for video editing presents significant challenges, particularly in maintaining temporal consistency amidst strong nonrigid motion. Existing methods that enforce temporal consistency often struggle with these complexities, highlighting a need for more effective approaches in this area.
Contribution: 'Text-to-image (T2I) diffusion models' inspired by ",2,spatiotemporal slices of natural videos exhibit similar characteristics to natural images,2-11637_e1962592-3ec5-44ea-b48c-d0d95fb409b1,Generative AI models,pre-trained text-to-image diffusion models,pre-trained text to image diffusion model,optical flow techniques,recent advancements in video diffusion models
"The theoretical justification of performance improvements in previous context-based approaches remains underexplored, particularly regarding the optimization framework that may ignore the variation of the task representation, potentially violating monotonicity in performance improvements. This highlights a need to address the issue of task representation shift to ensure guaranteed performance enhancements in offline meta reinforcement learning.",Offline meta reinforcement learning,inspiration,"Background: The theoretical justification of performance improvements in previous context-based approaches remains underexplored, particularly regarding the optimization framework that may ignore the variation of the task representation, potentially violating monotonicity in performance improvements. This highlights a need to address the issue of task representation shift to ensure guaranteed performance enhancements in offline meta reinforcement learning.
Contribution: 'Offline meta reinforcement learning' inspired by ",1,the return discrepancy scheme in the model-based reinforcement learning field,1-33355_fc5141c0-059a-4e6f-a74b-12204bf6ebcb,annotation-efficient nucleus instance segmentation,guided meta reinforcement learning,"offline reinforcement learning (RL) algorithms conditioning on the learned task representation.Despite promising results, the theoretical justification of performance improvements for such intuition remains underexplored.Inspired by the return discrepancy scheme",Bayesian inference,recent work in in context learning
"The theoretical justification of performance improvements in previous context-based approaches remains underexplored, particularly regarding the optimization framework that may ignore the variation of the task representation, potentially violating monotonicity in performance improvements. This highlights a need to address the issue of task representation shift to ensure guaranteed performance enhancements in offline meta reinforcement learning.",Offline meta reinforcement learning,inspiration,"Background: The theoretical justification of performance improvements in previous context-based approaches remains underexplored, particularly regarding the optimization framework that may ignore the variation of the task representation, potentially violating monotonicity in performance improvements. This highlights a need to address the issue of task representation shift to ensure guaranteed performance enhancements in offline meta reinforcement learning.
Contribution: 'Offline meta reinforcement learning' inspired by ",2,the return discrepancy scheme in the model-based reinforcement learning field,2-33355_fc5141c0-059a-4e6f-a74b-12204bf6ebcb,pre-trained on an extensive corpus of biomedical literature,"a zero-shot meta-reinforcement learning setting with an unknown task distribution and a Bayesian regret minimization objective, where the unobserved tasks are encoded as parameters with an unknown prior",gradient-based meta-learning,Bayesian inference,in-context learning in natural language processing
"Anomaly detection in chest X-rays is critical, yet existing methods primarily focus on modeling the distribution of normal images, which may not effectively address the discrepancies between pre-training data and task-specific data. This highlights a need for improved techniques that can adapt to the unique characteristics of chest X-ray images for better anomaly detection performance.","CLIP-based methods, pre-trained on a large number of medical images, have shown impressive performance on zero/few-shot downstream tasks",inspiration,"Background: Anomaly detection in chest X-rays is critical, yet existing methods primarily focus on modeling the distribution of normal images, which may not effectively address the discrepancies between pre-training data and task-specific data. This highlights a need for improved techniques that can adapt to the unique characteristics of chest X-ray images for better anomaly detection performance.
Contribution: 'CLIP-based methods, pre-trained on a large number of medical images, have shown impressive performance on zero/few-shot downstream tasks' inspired by ",1,experts diagnose chest X-rays by carefully examining distinct lung regions,1-31616_63f9b49e-6100-491f-8595-e0e19a54e49f,the problem of deep neural network learning and compression,few-shot medical image anomaly detection,anomalies in chest X-rays,Contrastive learning,recent vision-language pre-trained models such as CLIP in zero-shot classification
"Anomaly detection in chest X-rays is critical, yet existing methods primarily focus on modeling the distribution of normal images, which may not effectively address the discrepancies between pre-training data and task-specific data. This highlights a need for improved techniques that can adapt to the unique characteristics of chest X-ray images for better anomaly detection performance.","CLIP-based methods, pre-trained on a large number of medical images, have shown impressive performance on zero/few-shot downstream tasks",inspiration,"Background: Anomaly detection in chest X-rays is critical, yet existing methods primarily focus on modeling the distribution of normal images, which may not effectively address the discrepancies between pre-training data and task-specific data. This highlights a need for improved techniques that can adapt to the unique characteristics of chest X-ray images for better anomaly detection performance.
Contribution: 'CLIP-based methods, pre-trained on a large number of medical images, have shown impressive performance on zero/few-shot downstream tasks' inspired by ",2,experts diagnose chest X-rays by carefully examining distinct lung regions,2-31616_63f9b49e-6100-491f-8595-e0e19a54e49f,the hemodynamic response function,unsupervised anomaly detection in medical imaging,chest X-ray datasets,Contrastive learning,CLIP's zero-shot classification
"During crises, the overwhelming volume of conversations on social media can escalate to unprecedented levels, creating a need for automated systems to effectively identify and match requests and offers. Additionally, there is a notable absence of studies conducted in multi-lingual settings, despite the diverse linguistic populations that may exist in any geographical area during emergencies.",the automated identification and matching of requests and offers on social media platforms during emergencies,inspiration,"Background: During crises, the overwhelming volume of conversations on social media can escalate to unprecedented levels, creating a need for automated systems to effectively identify and match requests and offers. Additionally, there is a notable absence of studies conducted in multi-lingual settings, despite the diverse linguistic populations that may exist in any geographical area during emergencies.
Contribution: 'the automated identification and matching of requests and offers on social media platforms during emergencies' inspired by ",1,human decision-making,1-2666_f8f2db1a-e362-4011-9808-782ad78d8f7a,a semantic similarity-based filtering mechanism,social media queries,social media queries,natural language processing techniques,the task of identifying the similarity between two words in English
"During crises, the overwhelming volume of conversations on social media can escalate to unprecedented levels, creating a need for automated systems to effectively identify and match requests and offers. Additionally, there is a notable absence of studies conducted in multi-lingual settings, despite the diverse linguistic populations that may exist in any geographical area during emergencies.",the automated identification and matching of requests and offers on social media platforms during emergencies,inspiration,"Background: During crises, the overwhelming volume of conversations on social media can escalate to unprecedented levels, creating a need for automated systems to effectively identify and match requests and offers. Additionally, there is a notable absence of studies conducted in multi-lingual settings, despite the diverse linguistic populations that may exist in any geographical area during emergencies.
Contribution: 'the automated identification and matching of requests and offers on social media platforms during emergencies' inspired by ",2,human decision-making,2-2666_f8f2db1a-e362-4011-9808-782ad78d8f7a,probabilistic verification tools,online interactions through social media,social media interactions,natural language processing techniques,a graph matching problem
"The translation of literary texts poses significant challenges due to their complex language, figurative expressions, and cultural nuances, which are not adequately addressed by existing machine translation methods. This highlights a need for innovative approaches that can effectively handle the intricate demands of translating literary works.",machine translation,inspiration,"Background: The translation of literary texts poses significant challenges due to their complex language, figurative expressions, and cultural nuances, which are not adequately addressed by existing machine translation methods. This highlights a need for innovative approaches that can effectively handle the intricate demands of translating literary works.
Contribution: 'machine translation' inspired by ",1,traditional translation publication process,1-25139_570db2f4-a4b9-455b-a0ef-279a3d64aeb0,clinical consultations,machine translation techniques,machine translation,cognitive linguistics,neural machine translation models
"The translation of literary texts poses significant challenges due to their complex language, figurative expressions, and cultural nuances, which are not adequately addressed by existing machine translation methods. This highlights a need for innovative approaches that can effectively handle the intricate demands of translating literary works.",machine translation,inspiration,"Background: The translation of literary texts poses significant challenges due to their complex language, figurative expressions, and cultural nuances, which are not adequately addressed by existing machine translation methods. This highlights a need for innovative approaches that can effectively handle the intricate demands of translating literary works.
Contribution: 'machine translation' inspired by ",2,traditional translation publication process,2-25139_570db2f4-a4b9-455b-a0ef-279a3d64aeb0,implicit modeling of 3D objects,machine translation models,Machine Translation (MT),cognitive linguistics,the many-to-many multilingual neural machine translation
"Previous studies in document layout analysis have typically relied on separate models for individual sub-tasks, which limits the efficiency and effectiveness of the overall analysis process. This fragmentation highlights a need for a more integrated approach that can concurrently address multiple tasks within document layout analysis.","various Document layout analysis sub-tasks (such as text region detection, logical role classification, and reading order prediction)",inspiration,"Background: Previous studies in document layout analysis have typically relied on separate models for individual sub-tasks, which limits the efficiency and effectiveness of the overall analysis process. This fragmentation highlights a need for a more integrated approach that can concurrently address multiple tasks within document layout analysis.
Contribution: 'various Document layout analysis sub-tasks (such as text region detection, logical role classification, and reading order prediction)' inspired by ",1,relation prediction problems,1-46_be2a89c5-4c08-4346-8007-8d23471b217e,traditional data interaction tasks,existing research in document image understanding,Document Layout Analysis,multi-task learning frameworks,existing research in document image understanding
