example_id,annotator,context,gold,baseline,suggestion,is_ill_defined,knowledge_level,k,rank,normalized_rank
1-40473_92341f82-89ed-4e50-a21c-e848cddb91c1,noy.sternlicht@mail.huji.ac.il,Reasoning about compositional rules is challenging because it requires multiple reasoning steps and attending to the logical relationships between elements. There is a need for effective methods to elicit rule-based reasoning in complex logical expressions.,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",random,unitary weights,False,2,1,6,2.0
1-40473_92341f82-89ed-4e50-a21c-e848cddb91c1,noy.sternlicht@mail.huji.ac.il,Reasoning about compositional rules is challenging because it requires multiple reasoning steps and attending to the logical relationships between elements. There is a need for effective methods to elicit rule-based reasoning in complex logical expressions.,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",gpt-4o,symbolic logic systems,False,2,1,3,1.0
1-40473_92341f82-89ed-4e50-a21c-e848cddb91c1,noy.sternlicht@mail.huji.ac.il,Reasoning about compositional rules is challenging because it requires multiple reasoning steps and attending to the logical relationships between elements. There is a need for effective methods to elicit rule-based reasoning in complex logical expressions.,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",mpnet_zero,rule-based logic,False,2,1,4,1.3333333333333333
1-40473_92341f82-89ed-4e50-a21c-e848cddb91c1,noy.sternlicht@mail.huji.ac.il,Reasoning about compositional rules is challenging because it requires multiple reasoning steps and attending to the logical relationships between elements. There is a need for effective methods to elicit rule-based reasoning in complex logical expressions.,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",positive,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",False,2,1,1,0.3333333333333333
1-40473_92341f82-89ed-4e50-a21c-e848cddb91c1,noy.sternlicht@mail.huji.ac.il,Reasoning about compositional rules is challenging because it requires multiple reasoning steps and attending to the logical relationships between elements. There is a need for effective methods to elicit rule-based reasoning in complex logical expressions.,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",ours,Pearl's structural causal models,False,2,1,2,0.6666666666666666
1-5953_75b9e640-b5b5-4843-b993-87357fa3b599,noy.sternlicht@mail.huji.ac.il,Existing large language models (LLMs) underperform in legal judgment prediction due to challenges in understanding case complexities and distinguishing between similar charges. This highlights a need for improved methodologies that can effectively address these issues to enhance judicial efficiency.,human judicial reasoning,sciIE,large-scale legal knowledge base,False,4,1,5,3.333333333333333
1-5953_75b9e640-b5b5-4843-b993-87357fa3b599,noy.sternlicht@mail.huji.ac.il,Existing large language models (LLMs) underperform in legal judgment prediction due to challenges in understanding case complexities and distinguishing between similar charges. This highlights a need for improved methodologies that can effectively address these issues to enhance judicial efficiency.,human judicial reasoning,mpnet_zero,a multitask benchmark dataset for assessing the Arabic legal knowledge of Large Language Models,False,4,1,4,2.6666666666666665
1-5953_75b9e640-b5b5-4843-b993-87357fa3b599,noy.sternlicht@mail.huji.ac.il,Existing large language models (LLMs) underperform in legal judgment prediction due to challenges in understanding case complexities and distinguishing between similar charges. This highlights a need for improved methodologies that can effectively address these issues to enhance judicial efficiency.,human judicial reasoning,gpt-4o,case-based reasoning,False,4,1,2,1.3333333333333333
1-5953_75b9e640-b5b5-4843-b993-87357fa3b599,noy.sternlicht@mail.huji.ac.il,Existing large language models (LLMs) underperform in legal judgment prediction due to challenges in understanding case complexities and distinguishing between similar charges. This highlights a need for improved methodologies that can effectively address these issues to enhance judicial efficiency.,human judicial reasoning,random,Keyphrase Recommendation,False,4,1,6,4.0
1-5953_75b9e640-b5b5-4843-b993-87357fa3b599,noy.sternlicht@mail.huji.ac.il,Existing large language models (LLMs) underperform in legal judgment prediction due to challenges in understanding case complexities and distinguishing between similar charges. This highlights a need for improved methodologies that can effectively address these issues to enhance judicial efficiency.,human judicial reasoning,positive,human judicial reasoning,False,4,1,3,2.0
1-5953_75b9e640-b5b5-4843-b993-87357fa3b599,noy.sternlicht@mail.huji.ac.il,Existing large language models (LLMs) underperform in legal judgment prediction due to challenges in understanding case complexities and distinguishing between similar charges. This highlights a need for improved methodologies that can effectively address these issues to enhance judicial efficiency.,human judicial reasoning,ours,"the Issue, Rule, Application, Conclusion (Issue, Rule, Application, Conclusion) framework, a sequential reasoning approach used by lawyers",False,4,1,1,0.6666666666666666
1-22875_9e64c8a0-a8f1-438a-b177-a11aa8e6a2a3,noy.sternlicht@mail.huji.ac.il,"Existing methods for Emotion-Cause Pair Extraction tend to overfit spurious correlations, such as positional bias in benchmark datasets, rather than effectively capturing semantic features. Additionally, while large language models have strong capabilities, they suffer from uncontrollable outputs, leading to mediocre performance in this task.",recent work,ours,a dependency-sensitive language-modeling problem,False,2,1,4,1.3333333333333333
1-22875_9e64c8a0-a8f1-438a-b177-a11aa8e6a2a3,noy.sternlicht@mail.huji.ac.il,"Existing methods for Emotion-Cause Pair Extraction tend to overfit spurious correlations, such as positional bias in benchmark datasets, rather than effectively capturing semantic features. Additionally, while large language models have strong capabilities, they suffer from uncontrollable outputs, leading to mediocre performance in this task.",recent work,random,a generic convolution path,False,2,1,5,1.6666666666666665
1-22875_9e64c8a0-a8f1-438a-b177-a11aa8e6a2a3,noy.sternlicht@mail.huji.ac.il,"Existing methods for Emotion-Cause Pair Extraction tend to overfit spurious correlations, such as positional bias in benchmark datasets, rather than effectively capturing semantic features. Additionally, while large language models have strong capabilities, they suffer from uncontrollable outputs, leading to mediocre performance in this task.",recent work,gpt-4o,cognitive psychology insights,False,2,1,3,1.0
1-22875_9e64c8a0-a8f1-438a-b177-a11aa8e6a2a3,noy.sternlicht@mail.huji.ac.il,"Existing methods for Emotion-Cause Pair Extraction tend to overfit spurious correlations, such as positional bias in benchmark datasets, rather than effectively capturing semantic features. Additionally, while large language models have strong capabilities, they suffer from uncontrollable outputs, leading to mediocre performance in this task.",recent work,positive,recent work,False,2,1,6,2.0
1-22875_9e64c8a0-a8f1-438a-b177-a11aa8e6a2a3,noy.sternlicht@mail.huji.ac.il,"Existing methods for Emotion-Cause Pair Extraction tend to overfit spurious correlations, such as positional bias in benchmark datasets, rather than effectively capturing semantic features. Additionally, while large language models have strong capabilities, they suffer from uncontrollable outputs, leading to mediocre performance in this task.",recent work,mpnet_zero,Multimodal emotion recognition in conversation and multimodal emotion-cause pair extraction (multimodal emotion-cause pair extraction),False,2,1,2,0.6666666666666666
1-22875_9e64c8a0-a8f1-438a-b177-a11aa8e6a2a3,noy.sternlicht@mail.huji.ac.il,"Existing methods for Emotion-Cause Pair Extraction tend to overfit spurious correlations, such as positional bias in benchmark datasets, rather than effectively capturing semantic features. Additionally, while large language models have strong capabilities, they suffer from uncontrollable outputs, leading to mediocre performance in this task.",recent work,sciIE,multimodal emotion-cause pair extraction (MECPE),False,2,1,1,0.3333333333333333
1-30440_f6e4517a-c74e-4884-92e4-b6df15fcb40b,noy.sternlicht@mail.huji.ac.il,"Large Language Models (LLMs) face challenges due to their overreliance on potentially flawed parametric knowledge, leading to hallucinations and inaccuracies, especially with long-tail, domain-specific queries. Additionally, the presence of noisy and irrelevant information in retrieved long-context documents can dilute LLMs' attention, highlighting the need for improved methods to enhance their contextual awareness and robustness.",the supportive role of essential concepts in individuals' reading comprehension,random,patient monitoring,False,3,1,6,3.0
1-30440_f6e4517a-c74e-4884-92e4-b6df15fcb40b,noy.sternlicht@mail.huji.ac.il,"Large Language Models (LLMs) face challenges due to their overreliance on potentially flawed parametric knowledge, leading to hallucinations and inaccuracies, especially with long-tail, domain-specific queries. Additionally, the presence of noisy and irrelevant information in retrieved long-context documents can dilute LLMs' attention, highlighting the need for improved methods to enhance their contextual awareness and robustness.",the supportive role of essential concepts in individuals' reading comprehension,gpt-4o,human cognitive processes,False,3,1,3,1.5
1-30440_f6e4517a-c74e-4884-92e4-b6df15fcb40b,noy.sternlicht@mail.huji.ac.il,"Large Language Models (LLMs) face challenges due to their overreliance on potentially flawed parametric knowledge, leading to hallucinations and inaccuracies, especially with long-tail, domain-specific queries. Additionally, the presence of noisy and irrelevant information in retrieved long-context documents can dilute LLMs' attention, highlighting the need for improved methods to enhance their contextual awareness and robustness.",the supportive role of essential concepts in individuals' reading comprehension,ours,the fusion between distribution of large language models knowledge and distribution of retrieved texts,False,3,1,2,1.0
1-30440_f6e4517a-c74e-4884-92e4-b6df15fcb40b,noy.sternlicht@mail.huji.ac.il,"Large Language Models (LLMs) face challenges due to their overreliance on potentially flawed parametric knowledge, leading to hallucinations and inaccuracies, especially with long-tail, domain-specific queries. Additionally, the presence of noisy and irrelevant information in retrieved long-context documents can dilute LLMs' attention, highlighting the need for improved methods to enhance their contextual awareness and robustness.",the supportive role of essential concepts in individuals' reading comprehension,mpnet_zero,the problem faced by Large Language Models,False,3,1,4,2.0
1-30440_f6e4517a-c74e-4884-92e4-b6df15fcb40b,noy.sternlicht@mail.huji.ac.il,"Large Language Models (LLMs) face challenges due to their overreliance on potentially flawed parametric knowledge, leading to hallucinations and inaccuracies, especially with long-tail, domain-specific queries. Additionally, the presence of noisy and irrelevant information in retrieved long-context documents can dilute LLMs' attention, highlighting the need for improved methods to enhance their contextual awareness and robustness.",the supportive role of essential concepts in individuals' reading comprehension,sciIE,Large-Language model (LLM),False,3,1,5,2.5
1-30440_f6e4517a-c74e-4884-92e4-b6df15fcb40b,noy.sternlicht@mail.huji.ac.il,"Large Language Models (LLMs) face challenges due to their overreliance on potentially flawed parametric knowledge, leading to hallucinations and inaccuracies, especially with long-tail, domain-specific queries. Additionally, the presence of noisy and irrelevant information in retrieved long-context documents can dilute LLMs' attention, highlighting the need for improved methods to enhance their contextual awareness and robustness.",the supportive role of essential concepts in individuals' reading comprehension,positive,the supportive role of essential concepts in individuals' reading comprehension,False,3,1,1,0.5
1-38849_3c50b338-017d-4f6a-8159-dec2b56342d4,noy.sternlicht@mail.huji.ac.il,"Previous works mostly focus on generating better responses but ignore interpretability, which is extremely important for constructing reliable dialogue systems. There is a need to empower systems with better interpretability to enhance the understanding of emotional support responses and establish connections between users and dialogue systems.","the process of identifying, understanding, and regulating emotions",positive,"the process of identifying, understanding, and regulating emotions",False,3,1,1,0.5
1-38849_3c50b338-017d-4f6a-8159-dec2b56342d4,noy.sternlicht@mail.huji.ac.il,"Previous works mostly focus on generating better responses but ignore interpretability, which is extremely important for constructing reliable dialogue systems. There is a need to empower systems with better interpretability to enhance the understanding of emotional support responses and establish connections between users and dialogue systems.","the process of identifying, understanding, and regulating emotions",gpt-4o,cognitive psychology,False,3,1,4,2.0
1-38849_3c50b338-017d-4f6a-8159-dec2b56342d4,noy.sternlicht@mail.huji.ac.il,"Previous works mostly focus on generating better responses but ignore interpretability, which is extremely important for constructing reliable dialogue systems. There is a need to empower systems with better interpretability to enhance the understanding of emotional support responses and establish connections between users and dialogue systems.","the process of identifying, understanding, and regulating emotions",mpnet_zero,Emotion Support Conversation,False,3,1,3,1.5
1-38849_3c50b338-017d-4f6a-8159-dec2b56342d4,noy.sternlicht@mail.huji.ac.il,"Previous works mostly focus on generating better responses but ignore interpretability, which is extremely important for constructing reliable dialogue systems. There is a need to empower systems with better interpretability to enhance the understanding of emotional support responses and establish connections between users and dialogue systems.","the process of identifying, understanding, and regulating emotions",ours,foundational principles of human communication within psychology,False,3,1,2,1.0
1-38849_3c50b338-017d-4f6a-8159-dec2b56342d4,noy.sternlicht@mail.huji.ac.il,"Previous works mostly focus on generating better responses but ignore interpretability, which is extremely important for constructing reliable dialogue systems. There is a need to empower systems with better interpretability to enhance the understanding of emotional support responses and establish connections between users and dialogue systems.","the process of identifying, understanding, and regulating emotions",random,two branch paths from two different multi-scale approaches,False,3,1,5,2.5
1-38849_3c50b338-017d-4f6a-8159-dec2b56342d4,noy.sternlicht@mail.huji.ac.il,"Previous works mostly focus on generating better responses but ignore interpretability, which is extremely important for constructing reliable dialogue systems. There is a need to empower systems with better interpretability to enhance the understanding of emotional support responses and establish connections between users and dialogue systems.","the process of identifying, understanding, and regulating emotions",sciIE,language-based interpretability,False,3,1,6,3.0
1-25266_18243071-a3c6-486e-a546-5cd82af2b259,noy.sternlicht@mail.huji.ac.il,"Enhancing the reasoning capabilities of large language models (LLMs) is a key challenge, particularly for tasks requiring complex, multi-step decision-making. Existing approaches that rely solely on Chain-of-Thought reasoning do not adequately address the need for accurate world state predictions and the exploration of diverse potential actions in complex reasoning tasks.",Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,positive,Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,False,4,1,1,0.6666666666666666
1-25266_18243071-a3c6-486e-a546-5cd82af2b259,noy.sternlicht@mail.huji.ac.il,"Enhancing the reasoning capabilities of large language models (LLMs) is a key challenge, particularly for tasks requiring complex, multi-step decision-making. Existing approaches that rely solely on Chain-of-Thought reasoning do not adequately address the need for accurate world state predictions and the exploration of diverse potential actions in complex reasoning tasks.",Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,ours,the idea of large language model Chain of Thought,False,4,1,5,3.333333333333333
1-25266_18243071-a3c6-486e-a546-5cd82af2b259,noy.sternlicht@mail.huji.ac.il,"Enhancing the reasoning capabilities of large language models (LLMs) is a key challenge, particularly for tasks requiring complex, multi-step decision-making. Existing approaches that rely solely on Chain-of-Thought reasoning do not adequately address the need for accurate world state predictions and the exploration of diverse potential actions in complex reasoning tasks.",Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,sciIE,multi-step reasoning tasks,False,4,1,3,2.0
1-25266_18243071-a3c6-486e-a546-5cd82af2b259,noy.sternlicht@mail.huji.ac.il,"Enhancing the reasoning capabilities of large language models (LLMs) is a key challenge, particularly for tasks requiring complex, multi-step decision-making. Existing approaches that rely solely on Chain-of-Thought reasoning do not adequately address the need for accurate world state predictions and the exploration of diverse potential actions in complex reasoning tasks.",Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,gpt-4o,cognitive architectures,False,4,1,2,1.3333333333333333
1-25266_18243071-a3c6-486e-a546-5cd82af2b259,noy.sternlicht@mail.huji.ac.il,"Enhancing the reasoning capabilities of large language models (LLMs) is a key challenge, particularly for tasks requiring complex, multi-step decision-making. Existing approaches that rely solely on Chain-of-Thought reasoning do not adequately address the need for accurate world state predictions and the exploration of diverse potential actions in complex reasoning tasks.",Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,random,second-order textures,False,4,1,6,4.0
1-25266_18243071-a3c6-486e-a546-5cd82af2b259,noy.sternlicht@mail.huji.ac.il,"Enhancing the reasoning capabilities of large language models (LLMs) is a key challenge, particularly for tasks requiring complex, multi-step decision-making. Existing approaches that rely solely on Chain-of-Thought reasoning do not adequately address the need for accurate world state predictions and the exploration of diverse potential actions in complex reasoning tasks.",Humans excel at these tasks by leveraging deliberate planning with an internal world model to simulate the potential outcomes of various actions,mpnet_zero,multi-step reasoning of Large Language Models,False,4,1,4,2.6666666666666665
1-37407_dea6d3d7-f9e5-4d01-8685-22b3b9a2e164,noy.sternlicht@mail.huji.ac.il,"The study identifies deficiencies in reference-free metrics used for evaluating the compatibility between textual descriptions and images, highlighting issues such as incoherent statements and excessive repetition in generated descriptions. This indicates a need for improved evaluation methods that can better align with human judgment and rectify the shortcomings of existing metrics.",the Cobra Effect,ours,evaluating the quality of text generated by generative Large Language Models(LLMs),False,3,1,5,2.5
1-37407_dea6d3d7-f9e5-4d01-8685-22b3b9a2e164,noy.sternlicht@mail.huji.ac.il,"The study identifies deficiencies in reference-free metrics used for evaluating the compatibility between textual descriptions and images, highlighting issues such as incoherent statements and excessive repetition in generated descriptions. This indicates a need for improved evaluation methods that can better align with human judgment and rectify the shortcomings of existing metrics.",the Cobra Effect,sciIE,low consistency between image and text descriptions,False,3,1,3,1.5
1-37407_dea6d3d7-f9e5-4d01-8685-22b3b9a2e164,noy.sternlicht@mail.huji.ac.il,"The study identifies deficiencies in reference-free metrics used for evaluating the compatibility between textual descriptions and images, highlighting issues such as incoherent statements and excessive repetition in generated descriptions. This indicates a need for improved evaluation methods that can better align with human judgment and rectify the shortcomings of existing metrics.",the Cobra Effect,random,the image-text mapping problem,False,3,1,1,0.5
1-37407_dea6d3d7-f9e5-4d01-8685-22b3b9a2e164,noy.sternlicht@mail.huji.ac.il,"The study identifies deficiencies in reference-free metrics used for evaluating the compatibility between textual descriptions and images, highlighting issues such as incoherent statements and excessive repetition in generated descriptions. This indicates a need for improved evaluation methods that can better align with human judgment and rectify the shortcomings of existing metrics.",the Cobra Effect,mpnet_zero,a text-to-image alignment quality prediction task,False,3,1,4,2.0
1-37407_dea6d3d7-f9e5-4d01-8685-22b3b9a2e164,noy.sternlicht@mail.huji.ac.il,"The study identifies deficiencies in reference-free metrics used for evaluating the compatibility between textual descriptions and images, highlighting issues such as incoherent statements and excessive repetition in generated descriptions. This indicates a need for improved evaluation methods that can better align with human judgment and rectify the shortcomings of existing metrics.",the Cobra Effect,positive,the Cobra Effect,False,3,1,2,1.0
1-37407_dea6d3d7-f9e5-4d01-8685-22b3b9a2e164,noy.sternlicht@mail.huji.ac.il,"The study identifies deficiencies in reference-free metrics used for evaluating the compatibility between textual descriptions and images, highlighting issues such as incoherent statements and excessive repetition in generated descriptions. This indicates a need for improved evaluation methods that can better align with human judgment and rectify the shortcomings of existing metrics.",the Cobra Effect,gpt-4o,human visual perception,False,3,1,6,3.0
1-35139_06200ab8-f2d8-408d-9232-4f2f29c9e2d7,noy.sternlicht@mail.huji.ac.il,"The complex nature of clinical environments presents significant hallucination challenges for large language models (LLMs), hindering their widespread adoption in medical applications. Addressing these hallucination issues is crucial for improving the effectiveness of Medical Information Extraction tasks.",an identify-and-classify process,mpnet_zero,developing large language models in the medical domain to assist clinicians,False,4,1,5,3.333333333333333
1-35139_06200ab8-f2d8-408d-9232-4f2f29c9e2d7,noy.sternlicht@mail.huji.ac.il,"The complex nature of clinical environments presents significant hallucination challenges for large language models (LLMs), hindering their widespread adoption in medical applications. Addressing these hallucination issues is crucial for improving the effectiveness of Medical Information Extraction tasks.",an identify-and-classify process,positive,an identify-and-classify process,False,4,1,3,2.0
1-35139_06200ab8-f2d8-408d-9232-4f2f29c9e2d7,noy.sternlicht@mail.huji.ac.il,"The complex nature of clinical environments presents significant hallucination challenges for large language models (LLMs), hindering their widespread adoption in medical applications. Addressing these hallucination issues is crucial for improving the effectiveness of Medical Information Extraction tasks.",an identify-and-classify process,sciIE,complexity of medical language,False,4,1,4,2.6666666666666665
1-35139_06200ab8-f2d8-408d-9232-4f2f29c9e2d7,noy.sternlicht@mail.huji.ac.il,"The complex nature of clinical environments presents significant hallucination challenges for large language models (LLMs), hindering their widespread adoption in medical applications. Addressing these hallucination issues is crucial for improving the effectiveness of Medical Information Extraction tasks.",an identify-and-classify process,random,mechanical simulation using the finite element method,False,4,1,6,4.0
1-35139_06200ab8-f2d8-408d-9232-4f2f29c9e2d7,noy.sternlicht@mail.huji.ac.il,"The complex nature of clinical environments presents significant hallucination challenges for large language models (LLMs), hindering their widespread adoption in medical applications. Addressing these hallucination issues is crucial for improving the effectiveness of Medical Information Extraction tasks.",an identify-and-classify process,gpt-4o,knowledge distillation techniques,False,4,1,2,1.3333333333333333
1-35139_06200ab8-f2d8-408d-9232-4f2f29c9e2d7,noy.sternlicht@mail.huji.ac.il,"The complex nature of clinical environments presents significant hallucination challenges for large language models (LLMs), hindering their widespread adoption in medical applications. Addressing these hallucination issues is crucial for improving the effectiveness of Medical Information Extraction tasks.",an identify-and-classify process,ours,formulate an EHR question-answering task,False,4,1,1,0.6666666666666666
1-25013_fa771011-68c5-4f3c-8724-0884e85b14e9,noy.sternlicht@mail.huji.ac.il,"The performance of large language models on mathematical problems and reasoning tasks is limited due to the inherent difficulty of these problems and the multi-step nature of their solutions, which complicates the effectiveness of a single prompting technique. This highlights a need for improved approaches that can guide LLMs through varying cognitive processes to reach correct solutions.",Bloom's Taxonomy,positive,Bloom's Taxonomy,False,3,1,1,0.5
1-25013_fa771011-68c5-4f3c-8724-0884e85b14e9,noy.sternlicht@mail.huji.ac.il,"The performance of large language models on mathematical problems and reasoning tasks is limited due to the inherent difficulty of these problems and the multi-step nature of their solutions, which complicates the effectiveness of a single prompting technique. This highlights a need for improved approaches that can guide LLMs through varying cognitive processes to reach correct solutions.",Bloom's Taxonomy,random,static background priors,False,3,1,6,3.0
1-25013_fa771011-68c5-4f3c-8724-0884e85b14e9,noy.sternlicht@mail.huji.ac.il,"The performance of large language models on mathematical problems and reasoning tasks is limited due to the inherent difficulty of these problems and the multi-step nature of their solutions, which complicates the effectiveness of a single prompting technique. This highlights a need for improved approaches that can guide LLMs through varying cognitive processes to reach correct solutions.",Bloom's Taxonomy,ours,well-developed cognitive science,False,3,1,4,2.0
1-25013_fa771011-68c5-4f3c-8724-0884e85b14e9,noy.sternlicht@mail.huji.ac.il,"The performance of large language models on mathematical problems and reasoning tasks is limited due to the inherent difficulty of these problems and the multi-step nature of their solutions, which complicates the effectiveness of a single prompting technique. This highlights a need for improved approaches that can guide LLMs through varying cognitive processes to reach correct solutions.",Bloom's Taxonomy,sciIE,prompt-engineering-based large language models (LLMs),False,3,1,3,1.5
1-25013_fa771011-68c5-4f3c-8724-0884e85b14e9,noy.sternlicht@mail.huji.ac.il,"The performance of large language models on mathematical problems and reasoning tasks is limited due to the inherent difficulty of these problems and the multi-step nature of their solutions, which complicates the effectiveness of a single prompting technique. This highlights a need for improved approaches that can guide LLMs through varying cognitive processes to reach correct solutions.",Bloom's Taxonomy,mpnet_zero,text prompting in Large Language Models,False,3,1,5,2.5
1-25013_fa771011-68c5-4f3c-8724-0884e85b14e9,noy.sternlicht@mail.huji.ac.il,"The performance of large language models on mathematical problems and reasoning tasks is limited due to the inherent difficulty of these problems and the multi-step nature of their solutions, which complicates the effectiveness of a single prompting technique. This highlights a need for improved approaches that can guide LLMs through varying cognitive processes to reach correct solutions.",Bloom's Taxonomy,gpt-4o,cognitive task analysis,False,3,1,2,1.0
